feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Prs.Disease.Frontotemporal_dementia	10	0.33078509902479447	0.37634381769383646	8	Prs
Meta.Parasutterella_excrementihominis	10	0.3072940792749667	0.34079325822389356	7	Meta
Meta.M00009	10	0.21114613087584422	0.2313393027974619	4	Meta
Prs.Disease.MMR-related_febrile_seizures	10	0.19271610813864115	0.21832693337345507	6	Prs
Meta.M00011	10	0.20463666875122047	0.19015382535100256	4	Meta
Meta.M00403	10	0.14163718973533476	0.17173652785290644	4	Meta
Prs.Disease.chronic_lymphocytic_leukemia	10	0.1625502678726282	0.1679510508298041	4	Prs
Prs.Quant.intraocular_pressure_measurement	10	0.17956856029304577	0.16794765465964523	4	Prs
Prs.Quant.BMI-adjusted_leptin_measurement	10	0.16287669188861362	0.16732692322048057	5	Prs
Prs.Disease.squamous_cell_carcinoma	10	0.1644349096188777	0.16252504465402715	7	Prs
Meta.M00031	10	0.1669746246719754	0.16134407211535143	5	Meta
Prs.Quant.magnesium_measurement	10	0.1691661549563961	0.15933686767780006	5	Prs
Meta.M00400	10	0.12949386180864547	0.1565110263659553	3	Meta
Meta.Escherichia_unclassified	10	0.20437562912152787	0.1529168532390631	8	Meta
Meta.M00032	10	0.10988561788320542	0.14863395174682587	2	Meta
Prs.Quant.CCL2_measurement	10	0.11460417147107828	0.1428887622216682	4	Prs
Meta.M00763	10	0.1296323517767101	0.1383492007566413	4	Meta
Prs.Disease.Testicular_Germ_Cell_Tumor	10	0.14000898629069408	0.13137971018211475	3	Prs
Prs.Quant.stem_Cell_Factor_measurement	10	0.09739827375007551	0.1311200928891174	4	Prs
Meta.Holdemania_filiformis	10	0.09686472081053996	0.12761842982565355	8	Meta
Prs.Quant.leptin_measurement	10	0.13861037631657527	0.11721740300815987	7	Prs
Meta.M00614	10	0.1248276532972004	0.11303091953295484	2	Meta
Prs.Disease.osteoarthritis	10	0.11872324931788301	0.11283691591862027	2	Prs
Prs.Disease.narcolepsy_with_cataplexy	10	0.14814538459630303	0.11155512053406619	5	Prs
Meta.M00163	10	0.1637083548845922	0.10749210114899922	6	Meta
Meta.M00143	10	0.13847462413258604	0.10480919708700265	5	Meta
Prs.Disease.migraine_without_aura	10	0.1051564187443031	0.10331037994086056	2	Prs
Meta.M00445	10	0.1133366240253419	0.10110835045328218	3	Meta
Prs.Disease.melanoma	10	0.13728920006066525	0.09869960804855343	5	Prs
Meta.Coprococcus_comes	10	0.10714843080558802	0.09661636241671422	5	Meta
Meta.Ruminococcus_obeum	10	0.07638162268124432	0.09581176177456742	3	Meta
Meta.M00145	10	0.1020342770606333	0.08948635697512392	3	Meta
