feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Prs.Quant.blood_metabolite_measurement	8	0.5155676794509666	0.5967386398193961	23	Prs
surveyHealth.Drinking_status	1	0.28913658769441636	0.24645610072414217	12	surveyHealth
Meta.M00159	8	0.16974801473959175	0.2171357176330166	5	Meta
Meta.M00254	8	0.11980509028938784	0.21465811744569946	5	Meta
Meta.M00532	8	0.18845467094857127	0.19862668004660267	4	Meta
Meta.M00258	8	0.11089078225780095	0.16996928838301106	3	Meta
Meta.M00036	8	0.1494205378660777	0.16870038460138218	3	Meta
Meta.M00573	8	0.20851894288326983	0.16849848135952372	5	Meta
Meta.M00475	8	0.13648099107583792	0.16479905106895704	2	Meta
Meta.M00014	8	0.12334777340736418	0.16262501326824408	3	Meta
Meta.M00123	8	0.1800227855157613	0.1483767405936675	4	Meta
Meta.M00577	8	0.18002278551576137	0.14836819570559784	4	Meta
Meta.M00129	8	0.11624792954958685	0.14374432684430238	3	Meta
Meta.M00672	8	0.16514442931473694	0.13740930423360545	4	Meta
Meta.M00530	8	0.10238644544556573	0.12633397083025805	2	Meta
Meta.M00366	8	0.11792860982902335	0.11456761338945987	4	Meta
Meta.M00077	8	0.08744229492873472	0.11331350069717602	1	Meta
Prs.Quant.TNF-related_apoptosis-inducing_ligand_measurement	8	0.16801592111928923	0.11112093879220096	11	Prs
Meta.M00709	8	0.13648099107583803	0.10726725121254811	2	Meta
Prs.Quant.erythrocyte_cadmium_measurement	8	0.13842559607043187	0.10673086616423247	9	Prs
Meta.M00723	8	0.11075239703554506	0.1025012553337116	3	Meta
Meta.M00477	8	0.11593845229624318	0.10158751680592915	2	Meta
Meta.M00364	8	0.11792860982902341	0.10085580709596634	4	Meta
Prs.Quant.CCL5_measurement	8	0.15431661128223334	0.09737080933505063	8	Prs
Meta.M00596	8	0.11088398823825853	0.09612484364569387	3	Meta
Meta.M00754	8	0.09966768790143764	0.09518028555249902	4	Meta
Prs.Quant.docosapentaenoic_acid_measurement	8	0.07327635244190578	0.0921542444775593	5	Prs
Meta.M00131	8	0.09907366458523552	0.08870747501432551	2	Meta
Meta.M00481	8	0.09324579304708165	0.08819595857494388	2	Meta
Prs.Quant.stem_Cell_Growth_Factor_beta_measurement	8	0.10042261679469057	0.0784371714933784	8	Prs
Prs.Quant.optic_disc_size_measurement	8	0.08811206304235109	0.06947379925927215	7	Prs
Prs.Disease.large_artery_stroke	8	0.06497804960386414	0.06879720596345093	7	Prs
Prs.Quant.selenium_measurement	8	0.10240974678988639	0.06510039011341906	5	Prs
Meta.M00365	8	0.09753293920605448	0.05547929813503168	5	Meta
Meta.M00367	8	0.0975329392060545	0.05223656220318532	5	Meta
Prs.Quant.plasma_beta-amyloid_1-42_measurement	8	0.07629273816781779	0.05200420956888385	10	Prs
Prs.Disease.Vitiligo	8	0.05010228084972454	0.0460376151331434	3	Prs
Prs.Quant.serum_IgE_measurement	8	0.034217949792062566	0.04552919769254323	3	Prs
Meta.M00631	8	0.058881604304540085	0.04532386765024038	4	Meta
Meta.Bacteroides_cellulosilyticus	8	0.06557239940908732	0.04457023313727897	3	Meta
Prs.Quant.eotaxin_measurement	8	0.0685796074717142	0.04305473948409169	6	Prs
Meta.M00223	8	0.06423885730389184	0.04236377924693515	3	Meta
Prs.Quant.BMI-adjusted_waist_circumference	4	0.045620482649415164	0.040482846648984265	6	Prs
Prs.Disease.colorectal_cancer	8	0.08088622117745158	0.040198054272608724	15	Prs
Meta.Bacteroides_salyersiae	8	0.06897793405454562	0.038884672569935046	9	Meta
Meta.Dorea_formicigenerans	8	0.06067006580360414	0.03799521490251847	2	Meta
Prs.Disease.amyotrophic_lateral_sclerosis	8	0.05163569994490407	0.03706826275732754	7	Prs
Prs.Quant.spine_bone_mineral_density	8	0.02727883635695118	0.036101389565085455	4	Prs
Prs.Disease.ovarian_mucinous_adenocarcinoma	8	0.04000230694129797	0.035975552117645276	2	Prs
Prs.Quant.fatty_acid_measurement	8	0.06541366758000741	0.035274500828291054	7	Prs
Meta.M00046	8	0.062346234888017084	0.0349783457728726	5	Meta
Prs.Disease.Nephroblastoma	8	0.02528073003482826	0.0346062328730471	3	Prs
Meta.M00061	8	0.05888160430454003	0.033194950334366466	4	Meta
Meta.M00170	8	0.05515432363250171	0.029093205085504604	3	Meta
Meta.M00083	8	0.05108366977114929	0.025837639438911153	4	Meta
Prs.Quant.urate_measurement	8	0.03141503092464997	0.025382800637576725	2	Prs
Meta.M00341	8	0.03825189030417004	0.024480235560642494	4	Meta
Meta.M00308	8	0.04143570415774811	0.023523054516498443	2	Meta
Prs.Disease.ankylosing_spondylitis	8	0.037015853464671726	0.02311572411658703	8	Prs
Meta.M00065	8	0.019570747856247933	0.02309713854287983	2	Meta
Prs.Disease.central_nervous_system_cancer	8	0.04889123468710809	0.021864227648795226	6	Prs
Meta.Bacteroides_massiliensis	8	0.03980972849098254	0.02178046221890736	4	Meta
Meta.M00115	8	0.03425682649934882	0.02071627227573581	3	Meta
Meta.M00430	8	0.03318170067660496	0.017437742289481434	3	Meta
Meta.M00793	8	0.028126482450607143	0.016592136721062824	2	Meta
Meta.M00691	8	0.016261227296421456	0.016429592456761597	5	Meta
Meta.Bacteroides_dorei	8	0.0172272574824096	0.01602828041910567	2	Meta
Meta.M00580	8	0.029625975928784843	0.015913325097327943	3	Meta
Meta.Bacteroides_uniformis	8	0.012427955973404684	0.015104808654244802	1	Meta
Prs.Quant.resting_heart_rate	8	0.024207857349926136	0.014966886982619521	5	Prs
Meta.M00307	8	0.02347752250522479	0.014855207217220385	1	Meta
Meta.M00029	8	0.028496157367508462	0.014782763527531311	1	Meta
Meta.M00172	8	0.019778148024422043	0.014504071288052232	2	Meta
Prs.Quant.mean_corpuscular_hemoglobin	8	0.021976383949110605	0.014289467991501433	5	Prs
Meta.M00169	8	0.019778148024422043	0.013763638464627284	2	Meta
Prs.Disease.allergic_sensitization_measurement	8	0.020330346437084975	0.013712210105440709	2	Prs
Meta.M00118	8	0.02617270083825586	0.013552856146911096	1	Meta
Meta.M00030	8	0.024813033342962743	0.012949756864724654	2	Meta
Meta.M00412	8	0.027192706762079803	0.012831534573092513	4	Meta
Meta.M00049	8	0.021456031763416615	0.01252566144352646	2	Meta
Health.14_carbon_breath_test(fasting)_qualitative_test_results	8	0.01753372644019735	0.012402480860154205	2	Health
Meta.M00212	8	0.02020187343092072	0.012218193055926526	3	Meta
Meta.M00648	8	0.01703206858239798	0.011396381724364815	1	Meta
Meta.M00722	8	0.014775576317105103	0.01086634181956281	2	Meta
Meta.Prevotella_copri	8	0.017032068582397995	0.010716583464386606	1	Meta
Meta.Alistipes_onderdonkii	8	0.016561465127277443	0.00955145155029022	4	Meta
Meta.M00007	8	0.01202512298083298	0.009504484432254618	2	Meta
Meta.M00432	8	0.014851978086828952	0.00912741330059244	3	Meta
Prs.Disease.white_matter_lesion_progression_measurement	8	0.015339384897921086	0.00876294159655745	4	Prs
Meta.M00209	8	0.022010764101609872	0.008741586743062893	2	Meta
Prs.Quant.systolic_blood_pressure	8	0.01789550525398244	0.008731445410593189	5	Prs
Prs.Quant.interleukin_12_measurement	8	0.017498474195585	0.008401833436254506	3	Prs
Meta.Coprococcus_catus	8	0.014922908474737534	0.008384693264843701	4	Meta
Meta.M00334	8	0.01788352181041808	0.008368806016445548	2	Meta
Meta.M00315	8	0.0065397397223992924	0.008126280309585194	4	Meta
Meta.M00461	8	0.022010764101609858	0.008033004159031491	2	Meta
Meta.M00278	8	0.01736909360166739	0.00802362861619154	1	Meta
Prs.Quant.interleukin_10_measurement	8	0.012230612933576235	0.007922389363118858	2	Prs
Prs.Quant.interleukin_16_measurement	8	0.014333470272584617	0.007834666618969942	3	Prs
Meta.M00001	8	0.011091615696611011	0.007781261368351747	3	Meta
Meta.M00633	8	0.008838645802514877	0.007463285394645075	2	Meta
Meta.M00074	8	0.012939546790239686	0.007442714432814646	1	Meta
Meta.M00609	8	0.012939546790239665	0.007363320867523291	1	Meta
Meta.M00119	8	0.013718619474753623	0.007005209880620657	1	Meta
Meta.M00355	8	0.011094413868209124	0.006986702824957685	1	Meta
Prs.Quant.lower_body_strength_measurement	8	0.009245637957351904	0.006935647255726986	2	Prs
Meta.M00299	8	0.013322783131179742	0.0066600194851200185	2	Meta
Prs.Quant.P_wave_terminal_force_measurement	8	0.014076572652765103	0.0065883289774627835	2	Prs
Prs.Quant.vascular_endothelial_growth_factor_measurement	8	0.011698927402888162	0.006358024194970048	1	Prs
Prs.Disease.Alzheimer's_disease	8	0.011698927402888184	0.006281935217905017	1	Prs
Meta.M00394	8	0.014018811434852048	0.0062483379130590065	2	Meta
Meta.M00296	8	0.011520007922880122	0.006059098710923884	3	Meta
Meta.M00027	8	0.01371861947475362	0.005960316602535288	1	Meta
Prs.Quant.neutrophil_percentage_of_leukocytes	8	0.009285763352957485	0.005956936797086853	3	Prs
Meta.M00721	8	0.013718619474753608	0.005911470629580915	1	Meta
Meta.M00026	8	0.007114565798165943	0.00530991862798658	2	Meta
Meta.M00010	8	0.008757616668760494	0.005224270270228348	1	Meta
Meta.M00019	8	0.00711456579816595	0.005125442767045952	2	Meta
Meta.M00695	8	0.008757616668760494	0.005117430736575627	1	Meta
Prs.Disease.esophageal_adenocarcinoma	8	0.003556626645610107	0.004905576011784398	2	Prs
Meta.M00535	8	0.006278033524412312	0.004033385457454023	1	Meta
Meta.M00632	8	0.00627803352441233	0.0037259462883653996	1	Meta
Prs.Disease.hypertension	8	0.00625284038916303	0.0036672969040071643	3	Prs
Prs.Quant.waist-hip_ratio	8	0.009438855593924683	0.003458455258872083	2	Prs
Meta.Eubacterium_ramulus	8	0.004356977422819425	0.0032637375198379614	2	Meta
Meta.M00175	8	0.004708965078391272	0.002908251301354104	2	Meta
Prs.Quant.hip_bone_mineral_density	8	0.003918054696185939	0.002846133889988686	2	Prs
Prs.Disease.celiac_disease	8	0.006751885656308712	0.002845902040341528	1	Prs
Prs.Quant.heel_bone_mineral_density	8	0.0027579677505600825	0.0028337815626900843	1	Prs
Prs.Quant.body_height_at_birth	8	0.004932269944612939	0.002804385527095482	3	Prs
Meta.M00013	8	0.004105747288579382	0.0025163167308373635	1	Meta
Meta.M00101	8	0.004105747288579398	0.0025087956405102844	1	Meta
Immune.uniq.Melanoma	8	0.003727280672038348	0.0022655857490751913	1	Immune
Prs.Disease.age-related_macular_degeneration	8	0.003712748994323912	0.0021785357737047453	2	Prs
Immune.uniq.Cancer	8	0.003727280672038332	0.002128271367496703	1	Immune
Prs.Disease.neoplasm_of_mature_B-cells	8	0.0028088892609667315	0.0020716743586618497	1	Prs
Prs.Disease.diabetic_nephropathy	8	0.004611989423255764	0.001734188436958223	1	Prs
Meta.Bacteroides_coprocola	8	0.0031348659762179564	0.0017267999164513191	2	Meta
Health.Basophil_percentage(%)	8	0.004568676489874693	0.0016893752268157625	2	Health
Prs.Disease.Dupuytren_Contracture	8	0.0028088892609667163	0.0014746344675494638	1	Prs
Meta.M00042	8	0.0030351476841679738	0.0014576822987045065	1	Meta
Meta.M00495	8	0.002601619674254523	0.0014375715573885241	1	Meta
Prs.Quant.blood_lead_measurement	8	0.0025309836439555574	0.0013808546205759168	1	Prs
Prs.Quant.mean_arterial_pressure	8	0.0018811814037917804	0.0011809549171508298	1	Prs
Prs.Disease.Crohn's_disease	8	0.0011091654352192205	0.0011748875499042878	1	Prs
Meta.M00157	8	0.0026016196742545436	0.0011057155058121746	1	Meta
Immune.uniq.Neurosarcoidosis	8	0.003033115245269675	0.001053820680348701	1	Immune
Meta.Parabacteroides_distasonis	8	0.0015749017832389974	0.001003377495917057	1	Meta
Prs.Quant.forced_expiratory_volume	8	0.0022595961272606885	0.0008917841618650244	1	Prs
Prs.Quant.hair_shape_measurement	8	0.001953838400899281	0.000796402289607672	1	Prs
