feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Prs.Disease.ankylosing_spondylitis	8	0.6028090336581012	0.6409141363140144	8	Prs
Meta.M00026	8	0.2643069847824018	0.3268102432379785	2	Meta
Meta.M00019	8	0.26430698478240233	0.3180378399975927	2	Meta
Meta.M00432	8	0.26430698478240205	0.2459938689957467	2	Meta
Prs.Quant.body_height_at_birth	8	0.24670060938238011	0.24063285052715264	3	Prs
Meta.M00083	8	0.2955377717980763	0.23858412359077452	3	Meta
Meta.M00535	8	0.18755130020127814	0.21660282943703885	1	Meta
Meta.M00722	8	0.21006523927034165	0.20733143675733817	2	Meta
Meta.M00632	8	0.18755130020127858	0.20009258150591105	1	Meta
Meta.M00723	8	0.2638632338784278	0.19446448122203244	2	Meta
Prs.Quant.stem_Cell_Growth_Factor_beta_measurement	8	0.24527434865626008	0.15026568872714466	5	Prs
Prs.Disease.Vitiligo	8	0.07236209954020177	0.0696523957356234	2	Prs
Prs.Quant.waist-hip_ratio	8	0.10180519982756239	0.06239926024948261	2	Prs
Meta.M00672	8	0.07631193367714863	0.05318476660876342	1	Meta
Meta.M00648	8	0.07631193367714884	0.042287006137273264	1	Meta
Meta.Prevotella_copri	8	0.07631193367714888	0.03976457104453252	1	Meta
Meta.M00596	8	0.022513939069063314	0.018693864012354445	1	Meta
Health.Basophil_percentage(%)	8	0.03167453791964855	0.01753715094670002	1	Health
