feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Meta.Bacteroides_faecis	10	0.5706171189074194	0.5175213361720168	6	Meta
Prs.Quant.QT_interval	10	0.3867213917746156	0.40560474043254385	3	Prs
Meta.M00218	10	0.31006298367081997	0.3455141016714726	3	Meta
Prs.Disease.multiple_sclerosis	10	0.24980806787499804	0.29258585165068857	2	Prs
Prs.Disease.schizophrenia	10	0.35865741651613403	0.2828224885463564	3	Prs
Meta.M00162	10	0.13164578304350438	0.2348149920277768	2	Meta
Prs.Quant.prostate_specific_antigen_measurement	5	0.20297919707087406	0.21038012737947004	1	Prs
Meta.M00539	10	0.2064748846259302	0.20956226148981372	3	Meta
Prs.Disease.biliary_liver_cirrhosis	10	0.20297919707087392	0.20797506607141522	1	Prs
Prs.Disease.large_artery_stroke	10	0.12027585461862898	0.18175650891254572	2	Prs
Prs.Quant.self_reported_educational_attainment	10	0.20297919707087392	0.1697074508992426	1	Prs
Prs.Quant.grip_strength_measurement	10	0.12627330668093617	0.12531385393868472	2	Prs
surveyHealth.Carnivorous_situation	10	0.12758116084451057	0.11176869343720171	1	surveyHealth
Prs.Disease.celiac_disease	10	0.07344698381450504	0.0695465197516283	1	Prs
surveyHealth.Working_pressure	10	0.044917780333434215	0.035284690709944645	1	surveyHealth
