feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Phy.Vital_capacity(mL)	1	0.12783401138699071	0.41236801835109604	14	Phy
Phy.Hand_Grip_Test(kg)	1	0.14287678464809658	0.37978329249033943	16	Phy
Inbody.Protein(kg)	1	0.27181649049974205	0.26660247817106647	55	Inbody
Inbody.Muscle_mass(kg)	1	0.24048054985212744	0.24905389147435597	42	Inbody
Inbody.Basal_metabolic_rate(kcal/d)	1	0.21045380462985452	0.23489659917170555	35	Inbody
Inbody.Skeletal_muscle(kg)	1	0.23231940505181908	0.23404850766226262	39	Inbody
Inbody.Fat-free_body_weight(kg)	1	0.23749633959123292	0.23327900956691108	40	Inbody
Inbody.Total_body_water(L)	1	0.1789589582864173	0.22507675517954856	29	Inbody
Inbody.Inorganic_salt(kg)	1	0.21770806453181088	0.21918245073734144	39	Inbody
Skin.Number_of_UV_spots_on_side_face	1	0.1488878800844253	0.2032301054699045	16	Skin
surveyHealth.Drinking_status	1	0.3455487800977441	0.176603255293384	89	surveyHealth
Inbody.Weight(kg)	1	0.11881619130582223	0.16538641093028722	18	Inbody
Inbody.Bust(cm)	1	0.1251718437714659	0.16475783438789185	20	Inbody
Skin.Number_of_spots_on_side_face	1	0.12007673952986227	0.15573296211043666	12	Skin
Skin.Number_of_pores_on_side_face	1	0.13136360235417416	0.15553093025927292	12	Skin
Inbody.Hip_circumference(cm)	1	0.09436271896675509	0.11395890830527165	13	Inbody
Inbody.Height(cm)	1	0.03567142276345335	0.10874492514793833	5	Inbody
Inbody.Body_mass_index	1	0.08569089805823915	0.08056145011751341	13	Inbody
ECG.Systolic_pressure(mmHg)	1	0.13932045236457666	0.08016426263679526	13	ECG
Meta.M00166	1	0.12659145112760908	0.07169999613594358	11	Meta
Skin.Number_of_porphyrins_on_side_face	1	0.10832817519530881	0.06926708779032084	12	Skin
Meta.M00498	1	0.10774859847337347	0.06762818011166799	8	Meta
ECG.QRS_width(ms)	1	0.09761055118555065	0.0643875705796857	9	ECG
Skin.Number_of_brown_spots_on_side_face	1	0.12332291564120383	0.061436846033016225	11	Skin
Meta.M00552	1	0.12133636365317071	0.060256663950343896	10	Meta
Skin.Number_of_UV_spots_on_frontal_face	1	0.11211988951945977	0.059809578949437725	11	Skin
Meta.M00567	1	0.10774859847337342	0.05580658104976252	8	Meta
Meta.M00171	1	0.1077485984733735	0.054149553360657354	8	Meta
Meta.M00005	1	0.10774859847337341	0.05011631585843866	8	Meta
Meta.M00839	1	0.10774859847337344	0.04907675045121187	8	Meta
Meta.M00073	1	0.10774859847337344	0.04809088930797276	8	Meta
Skin.Number_of_spots_on_frontal_face	1	0.09064769252134966	0.042703675525454544	9	Skin
Meta.M00260	1	0.10132702283785511	0.042261242770997895	8	Meta
