feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Hormone.Progesterone(ng/mL)	2	0.27757965732868023	0.43905809274512625	19	Hormone
Hormone.18-hydroxyprogesterone_test_value(ng/mL)	2	0.2775796573286801	0.4037154542310388	19	Hormone
Amino.Arginine(μmol/L)	2	0.21768748309719646	0.31947255995311274	10	Amino
Hormone.12-Deoxycorticosterone_Test_Value(ng/mL)	2	0.2581980355875555	0.30855718846752994	18	Hormone
Amino.Threonine(μmol/L)	2	0.1018773395098781	0.2916819407242008	4	Amino
Amino.Ornithine(μmol/L)	2	0.12099974976362092	0.2630840261381014	8	Amino
Amino.Lysine(μmol/L)	2	0.1591524735094501	0.20689625311231133	10	Amino
Amino.Serine(μmol/L)	2	0.22275159141352194	0.1628718545793853	10	Amino
Amino.Alanine(μmol/L)	2	0.08278835898724908	0.1500375692814372	3	Amino
Amino.Proline(μmol/L)	2	0.09027316312769312	0.14138377254719392	4	Amino
Amino.Methionine(μmol/L)	2	0.10544631833124876	0.13402695517463192	4	Amino
Amino.Glutamine(μmol/L)	2	0.18517997148574228	0.12985950484387396	8	Amino
Amino.Glycine(μmol/L)	2	0.20699798247052523	0.12983572629185391	9	Amino
Health.Monocyte_counts(G/L)	2	0.1875404079352953	0.12945328267235132	9	Health
Health.White_blood_cell_count(G/L)	2	0.227215614974542	0.1266692024381458	12	Health
Amino.Citrulline(μmol/L)	2	0.1550372080012986	0.1260117438360499	6	Amino
Health.The_total_number_of_neutrophils(G/L)	2	0.25494429159249943	0.11920423595500632	15	Health
Immune.Summary_of_immune_clone_num	2	0.15882630304720716	0.10139699434671884	7	Immune
Amino.α-aminobutyric_Acid(μmol/L)	2	0.09419211520880738	0.0946781586212408	5	Amino
Amino.Tyrosine(μmol/L)	2	0.09325476971214816	0.09276048219874537	5	Amino
Health.Percentage_of_lymphocytes(%)	2	0.22765163108359743	0.09237653941045165	18	Health
Health.Neutrophil_percentage(%)	2	0.22260397475484478	0.09189856959304003	18	Health
Amino.Asparagine(μmol/L)	2	0.10873810853798989	0.07713393153896955	4	Amino
Immune.uniq.Influenza	2	0.13793222551709222	0.03833939115704762	9	Immune
Meta.M00471	2	0.05650742397929907	0.03706551919394605	2	Meta
Immune.uniq.Pathogens	2	0.14197456454094548	0.036910397602148114	10	Immune
Immune.uniq.Cytomegalovirus_(CMV)	2	0.14197456454094545	0.03686262188526479	10	Immune
Vitamin.5-methyltetrahydrofolate(ng/mL)	0	0.07353474011619672	0.0362119028886279	7	Vitamin
ECG.Heart_rate(times/min)	2	0.1003462026525787	0.03506515475653894	7	ECG
Meta.M00060	2	0.05650742397929907	0.028828846765364815	2	Meta
Immune.uniq.Encounter_for_immunization	2	0.10622365922614974	0.027587062902316457	8	Immune
ECG.QT_interval(ms)	2	0.07719746429278	0.025734870949960888	4	ECG
Prs.Quant.myeloid_white_cell_count	2	0.09490680835804925	0.02484478095349872	4	Prs
Amino.Phosphoserine(μmol/L)	2	0.10925214774495602	0.024706788924444553	11	Amino
Health.Albumin_concentration(g/L)	2	0.03850189228805448	0.023517546312805962	4	Health
Hormone.Serum_estrone_test_value(ng/mL)	2	0.029292906160619303	0.022413874107380466	3	Hormone
Hormone.Serum_estradiol_test_value(ng/mL)	2	0.046539301022540266	0.02212967794043494	4	Hormone
Microelement.Mercury(μg/L)	2	0.09801510325014398	0.020047882818139053	9	Microelement
Immune.uniq.Hepatitis_C_virus(HCV)	2	0.08562010923142242	0.01833562289253716	6	Immune
Immune.uniq.Epstein-Barr_virus	2	0.07833472062561177	0.016312578758259987	5	Immune
Vitamin.B5(ng/mL)	2	0.09629182386399586	0.016026269777258392	7	Vitamin
Amino.Argininosuccinic_acid(μmol/L)	2	0.11380283501299161	0.015551046358989795	13	Amino
Immune.uniq.Human_immunodeficiency_virus_(HIV)	2	0.07851012627285002	0.015072774462054128	5	Immune
Immune.uniq.Tuberculosis	2	0.07600527143573238	0.013034097739745792	5	Immune
Immune.uniq.DENV1	2	0.0458296992348441	0.011122240199486818	2	Immune
Phy.Step_index	2	0.018071452640784465	0.010276390524306586	2	Phy
Immune.uniq.Yellow_fever_virus	2	0.056950034011328074	0.009025652514127451	3	Immune
Immune.uniq.DENV3/4	2	0.0458296992348441	0.007900071579022405	2	Immune
Amino.L-homocitrulline(μmol/L)	2	0.07340606258320737	0.00787540934716368	7	Amino
Amino.Carnosine(μmol/L)	2	0.03971411195309836	0.003907061810894863	3	Amino
Hormone.12-Deoxycortisol_test(ng/mL)	2	0.010213834602597987	0.0016286523832894323	1	Hormone
Hormone.Serum_hydrocortisone_test_value(ng/mL)	2	0.010213834602597978	0.0011903642333788095	1	Hormone
Vitamin.B1(ng/mL)	2	0.0099765614112933	0.0010806415173503466	1	Vitamin
Amino.Sarcosine(μmol/L)	2	0.00473704744772952	0.0009138881761392619	1	Amino
Amino.Tryptophan(μmol/L)	2	0.003918952081114223	0.0009002023495925155	1	Amino
Immune.uniq.Autoimmune	2	0.01905523742440434	0.0008404144277542002	2	Immune
Immune.uniq.M._tuberculosis	2	0.011583530850228655	0.0006228304688084269	1	Immune
Prs.Disease.glioblastoma_multiforme	2	0.008714925041796282	0.0006222690999572469	1	Prs
