feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Phy.Vital_capacity(mL)	0	0.2100200394025788	0.4528119757220486	9	Phy
Phy.Hand_Grip_Test(kg)	0	0.23212501221955972	0.4263174272397551	9	Phy
Inbody.Muscle_mass(kg)	0	0.26062266212196944	0.27396802373144	12	Inbody
Inbody.Fat-free_body_weight(kg)	0	0.26062266212196944	0.26115228472524665	12	Inbody
Inbody.Total_body_water(L)	0	0.2609976544062456	0.2566090110988287	12	Inbody
Inbody.Skeletal_muscle(kg)	0	0.25150559748737694	0.2539368688114705	11	Inbody
Inbody.Protein(kg)	0	0.26062266212196944	0.2505699844366881	12	Inbody
Inbody.Inorganic_salt(kg)	0	0.2609976544062456	0.24748898209367182	12	Inbody
Inbody.Basal_metabolic_rate(kcal/d)	0	0.2609976544062456	0.24622177531984268	12	Inbody
Skin.Number_of_pores_on_side_face	0	0.1961391531666113	0.19139676691147747	7	Skin
Inbody.Height(cm)	0	0.07110857857741917	0.17923364906724756	4	Inbody
Health.Serum_creatinine(μmol/L)	0	0.26214212377419643	0.1468327953432471	12	Health
Amino.3-methylhistidine(μmol/L)	0	0.23362122277741065	0.12562462397743912	10	Amino
Skin.Number_of_spots_on_side_face	0	0.19949032740859235	0.10922120586377909	8	Skin
Psy.Optimistic_evaluation_score	0	0.20868454848784082	0.10083895275093967	10	Psy
Hormone.Progesterone(ng/mL)	0	0.19613915316661135	0.08925272089091499	7	Hormone
Skin.Number_of_brown_spots_on_side_face	0	0.19613915316661132	0.08141309703119051	7	Skin
ECG.SV2_range(mv)	0	0.19613915316661135	0.07502897273100685	7	ECG
Meta.M00042	0	0.19845324078075205	0.06022784628185015	8	Meta
Inbody.Extracellular_water_ratio_analysis	0	0.057436778102624056	0.041295132243772965	3	Inbody
Meta.M00627	0	0.0844295029442711	0.020890797832189847	3	Meta
Skin.Number_of_pores_on_frontal_face	0	0.0879021570756508	0.02075192440437075	4	Skin
Phy.Vertical_jump_Test	0	0.05973695351098227	0.014230059816694443	3	Phy
Amino.Ethanolamine(μmol/L)	0	0.028307245720447214	0.006943977620730212	1	Amino
ECG.QRS_width(ms)	0	0.007678613332501222	0.005759729255965768	1	ECG
Prs.Disease.temporomandibular_joint_disorder	0	0.03103388940082308	0.0045615817411318515	2	Prs
ECG.QTc_interval(ms)	0	0.022534664429568307	0.0034398101906733536	1	ECG
Meta.M00013	0	0.02522743488706889	0.003354510017133294	1	Meta
Prs.Quant.neurofibrillary_tangles_measurement	0	0.022534664429568307	0.0030296468617597994	1	Prs
Prs.Quant.cerebral_amyloid_angiopathy	0	0.0214298433609958	0.002361436290825675	1	Prs
