feature	community	eigenvector_centrality	weighted_eigenvector_centrality	degree	source
Meta.Ruminococcus_gnavus	5	0.446704252610629	0.5859747435842638	7	Meta
Prs.Disease.coronary_artery_disease	5	0.13674372990961794	0.34133662842838897	1	Prs
Meta.Alistipes_senegalensis	5	0.44531680558453657	0.33587707212831713	7	Meta
Prs.Disease.uterine_fibroid	5	0.2730627388091025	0.308533793492001	2	Prs
Prs.Quant.granulocyte_colony-stimulating_factor_measurement	5	0.21269198143812842	0.306056220574707	4	Prs
Prs.Quant.caffeine_metabolite_measurement	5	0.3382391379092926	0.21400130498223496	3	Prs
Prs.Quant.nausea_and_vomiting_of_pregnancy_severity_measurement	5	0.18088946530488006	0.18270553514789334	2	Prs
Prs.Disease.type_1_diabetes_nephropathy	5	0.18088946530487993	0.17523665989632714	2	Prs
Prs.Quant.glucose_tolerance_test	5	0.1367437299096181	0.15799029857305855	1	Prs
Prs.Quant.Cannabis_use	5	0.15041393283522558	0.14159626019181287	2	Prs
Prs.Disease.nodular_sclerosis_Hodgkin_lymphoma	5	0.247968448890085	0.1181332043266692	4	Prs
Meta.Subdoligranulum_unclassified	5	0.11788487432107812	0.10971178476998598	2	Meta
Prs.Quant.prostate_specific_antigen_measurement	5	0.17240556352792655	0.0957073005169444	2	Prs
Meta.M00186	5	0.06510861424251595	0.09160968661273734	1	Meta
Meta.Clostridium_bolteae	5	0.21291341597268035	0.09021066032716886	3	Meta
Meta.Eubacterium_rectale	5	0.1442120070055222	0.08943516203379569	3	Meta
Prs.Disease.myocardial_infarction	5	0.13631900889948453	0.08769649602941498	1	Prs
Prs.Disease.conduct_disorder	5	0.13631900889948445	0.08096058625011264	1	Prs
Meta.M00393	5	0.06510861424251596	0.06990374407492365	1	Meta
Prs.Disease.susceptibility_to_childhood_ear_infection_measurement	5	0.10932213449545213	0.04867204035855255	2	Prs
Meta.M00375	5	0.07590733780340524	0.030635555525644956	1	Meta
Meta.Ruminococcus_callidus	5	0.04604424982761886	0.028876606102854394	1	Meta
Meta.M00766	5	0.07590733780340521	0.024405765269999522	1	Meta
